target_date,generated_at,oos_id,rule_signature,rule_first_seen_date,oos_class,shadow_id,rule_id,fixture_id,home_team,away_team,league,country,result_status,home_goals,away_goals,prediction_winner,predicted_side,candidate_signal_score,candidate_signal_band,review_priority,rule_group_type,rule_group_value,rule_market,rule_decision,rule_bucket,future_rule_candidate,shadow_outcome,shadow_status,oos_outcome,oos_status,oos_note,paper_trade_permission,activation_permission,canonical_board_permission,pick_permission,stake_permission,auto_apply,production_change
2026-06-18,2026-06-18T17:49:14+01:00,API_OOS_00001,ALL|ALL|OVER_1_5|FUTURE_RULE_REVIEW_ONLY|RULE_CANDIDATE_TOTAL_MARKET,2026-06-10,PENDING_RESULT,API_SHADOW_00001,API_CAL_RULE_0005,1493544,Indy Eleven,Brooklyn,USL Championship,USA,PENDING_RESULT,,,Indy Eleven,HOME,100,HIGH_SIGNAL_REVIEW,P1_MANUAL_REVIEW,ALL,ALL,OVER_1_5,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_TOTAL_MARKET,YES_REVIEW_ONLY,PENDING_RESULT,SHADOW_PENDING,PENDING_RESULT,PENDING,Out-of-sample tracker only. Same first_seen_date rows are bootstrap/in-sample and cannot validate future promotion.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-18,2026-06-18T17:49:14+01:00,API_OOS_00002,ALL|ALL|OVER_1_5|FUTURE_RULE_REVIEW_ONLY|RULE_CANDIDATE_TOTAL_MARKET,2026-06-10,OUT_OF_SAMPLE,API_SHADOW_00002,API_CAL_RULE_0005,1493543,FC Tulsa,Monterey Bay,USL Championship,USA,FINISHED_RESULT,2,0,FC Tulsa,HOME,97,HIGH_SIGNAL_REVIEW,P1_MANUAL_REVIEW,ALL,ALL,OVER_1_5,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_TOTAL_MARKET,YES_REVIEW_ONLY,HIT,SHADOW_EVALUATED,HIT,EVALUATED,Out-of-sample tracker only. Same first_seen_date rows are bootstrap/in-sample and cannot validate future promotion.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-18,2026-06-18T17:49:14+01:00,API_OOS_00003,ALL|ALL|OVER_1_5|FUTURE_RULE_REVIEW_ONLY|RULE_CANDIDATE_TOTAL_MARKET,2026-06-10,OUT_OF_SAMPLE,API_SHADOW_00003,API_CAL_RULE_0005,1493866,Forward Madison,Fort Wayne,USL League One,USA,FINISHED_RESULT,1,1,Forward Madison,HOME,66,MEDIUM_SIGNAL_REVIEW,P2_MANUAL_REVIEW,ALL,ALL,OVER_1_5,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_TOTAL_MARKET,YES_REVIEW_ONLY,HIT,SHADOW_EVALUATED,HIT,EVALUATED,Out-of-sample tracker only. Same first_seen_date rows are bootstrap/in-sample and cannot validate future promotion.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-18,2026-06-18T17:49:14+01:00,API_OOS_00004,ALL|ALL|OVER_1_5|FUTURE_RULE_REVIEW_ONLY|RULE_CANDIDATE_TOTAL_MARKET,2026-06-10,OUT_OF_SAMPLE,API_SHADOW_00004,API_CAL_RULE_0005,1542415,Khovd Western,Khangarid,Premier League,Mongolia,FINISHED_RESULT,1,2,Khangarid,AWAY,96,HIGH_SIGNAL_REVIEW,P1_MANUAL_REVIEW,ALL,ALL,OVER_1_5,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_TOTAL_MARKET,YES_REVIEW_ONLY,HIT,SHADOW_EVALUATED,HIT,EVALUATED,Out-of-sample tracker only. Same first_seen_date rows are bootstrap/in-sample and cannot validate future promotion.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-18,2026-06-18T17:49:14+01:00,API_OOS_00005,ALL|ALL|OVER_1_5|FUTURE_RULE_REVIEW_ONLY|RULE_CANDIDATE_TOTAL_MARKET,2026-06-10,OUT_OF_SAMPLE,API_SHADOW_00005,API_CAL_RULE_0005,1542416,Khovd,Deren,Premier League,Mongolia,FINISHED_RESULT,0,6,Deren,AWAY,90,HIGH_SIGNAL_REVIEW,P1_MANUAL_REVIEW,ALL,ALL,OVER_1_5,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_TOTAL_MARKET,YES_REVIEW_ONLY,HIT,SHADOW_EVALUATED,HIT,EVALUATED,Out-of-sample tracker only. Same first_seen_date rows are bootstrap/in-sample and cannot validate future promotion.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-18,2026-06-18T17:49:14+01:00,API_OOS_00006,ALL|ALL|OVER_1_5|FUTURE_RULE_REVIEW_ONLY|RULE_CANDIDATE_TOTAL_MARKET,2026-06-10,OUT_OF_SAMPLE,API_SHADOW_00006,API_CAL_RULE_0005,1534765,Akademiya Ontustik,Yelimay Semey 2,1. Division,Kazakhstan,FINISHED_RESULT,1,1,Akademiya Ontustik,HOME,70,MEDIUM_SIGNAL_REVIEW,P2_MANUAL_REVIEW,ALL,ALL,OVER_1_5,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_TOTAL_MARKET,YES_REVIEW_ONLY,HIT,SHADOW_EVALUATED,HIT,EVALUATED,Out-of-sample tracker only. Same first_seen_date rows are bootstrap/in-sample and cannot validate future promotion.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-18,2026-06-18T17:49:14+01:00,API_OOS_00007,ALL|ALL|OVER_1_5|FUTURE_RULE_REVIEW_ONLY|RULE_CANDIDATE_TOTAL_MARKET,2026-06-10,OUT_OF_SAMPLE,API_SHADOW_00007,API_CAL_RULE_0005,1457805,JKT Tanzania,Tanzania Prisons,Ligi kuu Bara,Tanzania,FINISHED_RESULT,0,1,JKT Tanzania,HOME,64,MEDIUM_SIGNAL_REVIEW,P2_MANUAL_REVIEW,ALL,ALL,OVER_1_5,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_TOTAL_MARKET,YES_REVIEW_ONLY,MISS,SHADOW_EVALUATED,MISS,EVALUATED,Out-of-sample tracker only. Same first_seen_date rows are bootstrap/in-sample and cannot validate future promotion.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-18,2026-06-18T17:49:14+01:00,API_OOS_00008,ALL|ALL|OVER_1_5|FUTURE_RULE_REVIEW_ONLY|RULE_CANDIDATE_TOTAL_MARKET,2026-06-10,OUT_OF_SAMPLE,API_SHADOW_00008,API_CAL_RULE_0005,1477244,Pamba Jiji,Mtibwa Sugar,Ligi kuu Bara,Tanzania,FINISHED_RESULT,4,0,Mtibwa Sugar,AWAY,76,HIGH_SIGNAL_REVIEW,P1_MANUAL_REVIEW,ALL,ALL,OVER_1_5,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_TOTAL_MARKET,YES_REVIEW_ONLY,HIT,SHADOW_EVALUATED,HIT,EVALUATED,Out-of-sample tracker only. Same first_seen_date rows are bootstrap/in-sample and cannot validate future promotion.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-18,2026-06-18T17:49:14+01:00,API_OOS_00009,ALL|ALL|OVER_1_5|FUTURE_RULE_REVIEW_ONLY|RULE_CANDIDATE_TOTAL_MARKET,2026-06-10,OUT_OF_SAMPLE,API_SHADOW_00009,API_CAL_RULE_0005,1477246,Fountain Gate,Young Africans,Ligi kuu Bara,Tanzania,FINISHED_RESULT,0,2,Young Africans,AWAY,100,HIGH_SIGNAL_REVIEW,P1_MANUAL_REVIEW,ALL,ALL,OVER_1_5,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_TOTAL_MARKET,YES_REVIEW_ONLY,HIT,SHADOW_EVALUATED,HIT,EVALUATED,Out-of-sample tracker only. Same first_seen_date rows are bootstrap/in-sample and cannot validate future promotion.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-18,2026-06-18T17:49:14+01:00,API_OOS_00010,ALL|ALL|OVER_1_5|FUTURE_RULE_REVIEW_ONLY|RULE_CANDIDATE_TOTAL_MARKET,2026-06-10,OUT_OF_SAMPLE,API_SHADOW_00010,API_CAL_RULE_0005,1534766,Arys,Kaspij Aktau 2,1. Division,Kazakhstan,FINISHED_RESULT,1,2,Kaspij Aktau 2,AWAY,70,MEDIUM_SIGNAL_REVIEW,P2_MANUAL_REVIEW,ALL,ALL,OVER_1_5,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_TOTAL_MARKET,YES_REVIEW_ONLY,HIT,SHADOW_EVALUATED,HIT,EVALUATED,Out-of-sample tracker only. Same first_seen_date rows are bootstrap/in-sample and cannot validate future promotion.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
