target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,source_status,discovery_reason,auto_apply,production_change
2026-06-16,2026-06-16T13:26:41+01:00,1532448,,,Hartford Athletic W,New England Mutiny W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1538395,,,Bolívar,Guabirá,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1532205,,,Birmingham Legion W,Chattanooga Red Wolves W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1547744,,,Dakota,Sporting,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1489378,,,Iran,New Zealand,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1525405,,,Real Colorado Foxes,Unión Villa Krause,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1532206,,,Flatirons II W,Colorado Storm W,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1524044,,,Rochedale Rovers,Moreton City Excelsior,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1524029,,,WDSC Wolves,Eastern Suburbs,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1524039,,,Gold Coast Knights,Lions,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1524151,,,Redlands United,SC Wanderers,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1541092,,,Mebrat Hayl,Mekelle Kenema,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1543580,,,Ugyen Academy,Thimphu,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1547544,,,Bafmeng United,Tonnerre,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1547545,,,Sable,Foncha ST,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1477248,,,Namungo,Tabora United,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1508054,,,Al Ahed,Al Hikma,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1508055,,,Shabab Al Sahel,Racing,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1508056,,,Tadamon Sour,Al Mabarrah,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1541093,,,Bahardar,Welayta Dicha,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1541094,,,Sheger Ketema,Welwalo Adigrat Uni,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1547543,,,FAP,Union Douala,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1547546,,,Yafoot,Bamboutos,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1515859,,,BFC Daugavpils,Super Nova,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1547575,,,TransINVEST Vilnius,FK Trakai,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-16,2026-06-16T13:26:41+01:00,1547576,,,Suduva Marijampole,Šiauliai,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
