date,timezone,api_fixtures,local_date_fixtures,upcoming_fixtures,filtered_rows,scored_rows,shortlist_rows,deep_rows,approved_premium_rows,approved_standard_rows,approved_rows,competition_shortlist_rows,competition_top_rows,downgraded_rows,blocked_rows,watch_rows,snapshot_dir,run_finished_at
2026-05-18,Atlantic/Canary,117,117,27,4,4,3,3,2,0,2,1,1,0,1,0,/home/runner/work/vsigma/vsigma/data/processed/today/2026-05-18,2026-05-18T17:36:06.765209+00:00
