summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,15.0,15.0,15.0,0.619,0.577,0.0,150.0,0.0,2026-05-13T15:00:16.368832+00:00,,
home_quality_flag,,,,,,,,,,FULL,9.0
home_quality_flag,,,,,,,,,,PARTIAL,6.0
away_quality_flag,,,,,,,,,,FULL,11.0
away_quality_flag,,,,,,,,,,PARTIAL,4.0
