target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,raw_trust_status,trust_reason,allowed_downstream_use,auto_apply,production_change
2026-06-09,2026-06-10T01:00:41+01:00,1548054,,,Almeria,Castellón,,data/processed/governance/vsigma_candidate_provenance_ceiling.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1520715,Serie B,Brazil,Nautico Recife,Fortaleza EC,,data/processed/governance/vsigma_match_stat_forecasts.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1520717,Serie B,Brazil,Ponte Preta,Cuiaba,,data/processed/governance/vsigma_match_stat_forecasts.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1542169,Azadegan League,Iran,Be'sat Kermanshah,Mes Soongoun,2026-06-09T15:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1542167,Azadegan League,Iran,Damash Gilanian,Mes Shahr-e Babak,2026-06-09T14:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1542172,Azadegan League,Iran,Mes Kerman,Naft Gachsaran,2026-06-09T15:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1542173,Azadegan League,Iran,Naft Bandar Abbas,Shahrdari Noshahr,2026-06-09T15:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1542170,Azadegan League,Iran,Nassaji Mazandaran,Shenavarsazi Qeshm,2026-06-09T16:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1542168,Azadegan League,Iran,Navad Urmia,Fard Alborz,2026-06-09T14:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1542171,Azadegan League,Iran,Niroye Zamini,Ario Eslamshahr,2026-06-09T14:15:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1542174,Azadegan League,Iran,Saipa,Havadar,2026-06-09T14:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1542175,Azadegan League,Iran,Sanat Naft,Pars Jonoubi JAM,2026-06-09T16:15:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1550659,Baltic Cup,World,Latvia,Faroe Islands,2026-06-09T16:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1550660,Baltic Cup,World,Lithuania,Estonia,2026-06-09T17:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1548333,Botola Pro,Morocco,CR Khemis Zemamra,UTS Rabat,2026-06-09T19:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1548332,Botola Pro,Morocco,Kawkab Marrakech,Raja Casablanca,2026-06-09T19:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1548334,Botola Pro,Morocco,Maghreb Fès,FAR Rabat,2026-06-09T21:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1548331,Botola Pro,Morocco,Yacoub El Mansour,CODM Meknès,2026-06-09T17:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1550652,Championnat D1,Gabon,Stade Migoveen,Ogooue FC,2026-06-09T15:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1547555,Elite Two,Cameroon,Atlantic,Kumba,2026-06-09T16:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1548681,II Liga - East,Poland,Resovia Rzeszów,KSZO 1929,2026-06-09T18:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1548680,II Liga - East,Poland,Sokół Kleczew,Górnik Polkowice,2026-06-09T16:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1526553,Liga Pro Serie B,Ecuador,22 de Julio,Atletico FC,2026-06-09T21:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1526557,Liga Pro Serie B,Ecuador,9 de Octubre,Cuniburo,2026-06-09T21:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1547739,Premier League,Ukraine,Ahrobiznes Volochysk,Kudrivka,2026-06-09T16:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1548188,Premier League,Ukraine,Livyi Bereh,Oleksandria,2026-06-09T13:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1495291,Premier Soccer League,Zimbabwe,Bulawayo Chiefs,TelOne,2026-06-09T14:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1550661,Première Division,Mali,Bougouni,USFAS Bamako,2026-06-09T17:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1550662,Première Division,Mali,Djoliba,Réal Bamako,2026-06-09T17:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1550663,Première Division,Mali,Stade Malien Bamako,Binga,2026-06-09T17:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1550664,Première Division,Mali,US Bougouba,Diarra,2026-06-09T19:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1530974,Pro League A,Uzbekistan,Lochin,Kattaqurgon,2026-06-09T13:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1524142,Queensland Premier League,Australia,Logan Lightning,Redlands United,2026-06-09T11:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1550648,Sudani Premier League,Sudan,Al Hilal Port Sudan,Al Ahli Wad Medani,2026-06-09T14:45:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1550649,Sudani Premier League,Sudan,Hilal El-Fasher,Hay Al Wadi,2026-06-09T14:45:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1550650,Sudani Premier League,Sudan,Umm Mughad,Al Fallah,2026-06-09T14:45:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1548300,Suomen Cup,Finland,Honka,HJK Helsinki,2026-06-09T16:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1497593,Superettan,Sweden,IK brage,Ljungskile SK,2026-06-09T18:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1497596,Superettan,Sweden,Oddevold,IFK Norrkoping,2026-06-09T18:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1497598,Superettan,Sweden,Osters IF,IFK Varnamo,2026-06-09T18:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-09,2026-06-10T01:00:41+01:00,1497599,Superettan,Sweden,Sandviken,Falkenbergs FF,2026-06-09T18:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
