target_date,generated_at,shadow_id,rule_id,fixture_id,home_team,away_team,league,country,result_status,home_goals,away_goals,prediction_winner,predicted_side,candidate_signal_score,candidate_signal_band,review_priority,rule_group_type,rule_group_value,rule_market,rule_decision,rule_bucket,future_rule_candidate,shadow_market_result,shadow_outcome,shadow_status,shadow_reason,paper_trade_permission,activation_permission,canonical_board_permission,pick_permission,stake_permission,auto_apply,production_change
2026-07-29,2026-07-29T11:11:26+01:00,API_SHADOW_00001,API_CAL_RULE_0002,1494217,IF Brommapojkarna,Hammarby FF,Allsvenskan,Sweden,FINISHED_RESULT,1,1,Hammarby FF,AWAY,100,HIGH_SIGNAL_REVIEW,P1_MANUAL_REVIEW,ALL,ALL,API_DNB,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_PROTECTED_MARKET,YES_REVIEW_ONLY,VOID,VOID,SHADOW_EVALUATED,Paper-trading only. Candidate rule applied to historical/postmatch ledger row.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-29,2026-07-29T11:11:26+01:00,API_SHADOW_00002,API_CAL_RULE_0002,1494711,KFUM Oslo,Molde,Eliteserien,Norway,FINISHED_RESULT,2,4,Molde,AWAY,61,MEDIUM_SIGNAL_REVIEW,P2_MANUAL_REVIEW,ALL,ALL,API_DNB,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_PROTECTED_MARKET,YES_REVIEW_ONLY,HIT,HIT,SHADOW_EVALUATED,Paper-trading only. Candidate rule applied to historical/postmatch ledger row.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-29,2026-07-29T11:11:26+01:00,API_SHADOW_00003,API_CAL_RULE_0002,1492307,Remo,Vitoria,Serie A,Brazil,FINISHED_RESULT,2,0,Remo,HOME,70,MEDIUM_SIGNAL_REVIEW,P2_MANUAL_REVIEW,ALL,ALL,API_DNB,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_PROTECTED_MARKET,YES_REVIEW_ONLY,HIT,HIT,SHADOW_EVALUATED,Paper-trading only. Candidate rule applied to historical/postmatch ledger row.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-29,2026-07-29T11:11:26+01:00,API_SHADOW_00004,API_CAL_RULE_0002,1494709,Aalesund,Viking,Eliteserien,Norway,FINISHED_RESULT,1,1,Viking,AWAY,100,HIGH_SIGNAL_REVIEW,P1_MANUAL_REVIEW,ALL,ALL,API_DNB,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_PROTECTED_MARKET,YES_REVIEW_ONLY,VOID,VOID,SHADOW_EVALUATED,Paper-trading only. Candidate rule applied to historical/postmatch ledger row.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-29,2026-07-29T11:11:26+01:00,API_SHADOW_00005,API_CAL_RULE_0003,1494217,IF Brommapojkarna,Hammarby FF,Allsvenskan,Sweden,FINISHED_RESULT,1,1,Hammarby FF,AWAY,100,HIGH_SIGNAL_REVIEW,P1_MANUAL_REVIEW,ALL,ALL,API_DOUBLE_CHANCE,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_PROTECTED_MARKET,YES_REVIEW_ONLY,HIT,HIT,SHADOW_EVALUATED,Paper-trading only. Candidate rule applied to historical/postmatch ledger row.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-29,2026-07-29T11:11:26+01:00,API_SHADOW_00006,API_CAL_RULE_0003,1494711,KFUM Oslo,Molde,Eliteserien,Norway,FINISHED_RESULT,2,4,Molde,AWAY,61,MEDIUM_SIGNAL_REVIEW,P2_MANUAL_REVIEW,ALL,ALL,API_DOUBLE_CHANCE,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_PROTECTED_MARKET,YES_REVIEW_ONLY,HIT,HIT,SHADOW_EVALUATED,Paper-trading only. Candidate rule applied to historical/postmatch ledger row.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-29,2026-07-29T11:11:26+01:00,API_SHADOW_00007,API_CAL_RULE_0003,1492307,Remo,Vitoria,Serie A,Brazil,FINISHED_RESULT,2,0,Remo,HOME,70,MEDIUM_SIGNAL_REVIEW,P2_MANUAL_REVIEW,ALL,ALL,API_DOUBLE_CHANCE,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_PROTECTED_MARKET,YES_REVIEW_ONLY,HIT,HIT,SHADOW_EVALUATED,Paper-trading only. Candidate rule applied to historical/postmatch ledger row.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-29,2026-07-29T11:11:26+01:00,API_SHADOW_00008,API_CAL_RULE_0003,1494709,Aalesund,Viking,Eliteserien,Norway,FINISHED_RESULT,1,1,Viking,AWAY,100,HIGH_SIGNAL_REVIEW,P1_MANUAL_REVIEW,ALL,ALL,API_DOUBLE_CHANCE,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_PROTECTED_MARKET,YES_REVIEW_ONLY,HIT,HIT,SHADOW_EVALUATED,Paper-trading only. Candidate rule applied to historical/postmatch ledger row.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-29,2026-07-29T11:11:26+01:00,API_SHADOW_00009,API_CAL_RULE_0005,1494217,IF Brommapojkarna,Hammarby FF,Allsvenskan,Sweden,FINISHED_RESULT,1,1,Hammarby FF,AWAY,100,HIGH_SIGNAL_REVIEW,P1_MANUAL_REVIEW,ALL,ALL,OVER_1_5,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_TOTAL_MARKET,YES_REVIEW_ONLY,HIT,HIT,SHADOW_EVALUATED,Paper-trading only. Candidate rule applied to historical/postmatch ledger row.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-07-29,2026-07-29T11:11:26+01:00,API_SHADOW_00010,API_CAL_RULE_0005,1494711,KFUM Oslo,Molde,Eliteserien,Norway,FINISHED_RESULT,2,4,Molde,AWAY,61,MEDIUM_SIGNAL_REVIEW,P2_MANUAL_REVIEW,ALL,ALL,OVER_1_5,FUTURE_RULE_REVIEW_ONLY,RULE_CANDIDATE_TOTAL_MARKET,YES_REVIEW_ONLY,HIT,HIT,SHADOW_EVALUATED,Paper-trading only. Candidate rule applied to historical/postmatch ledger row.,SHADOW_ONLY,NO_RULE_ACTIVATION_PERMISSION,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
